AccessionID,reason,collection_date,lineage
EPI_ISL_4932860,wastewater_or_cell_passaged,2020-07-30,B.1.1.284
EPI_ISL_4933015,wastewater_or_cell_passaged,2020-08-05,B.1.1.284
EPI_ISL_4933271,wastewater_or_cell_passaged,2020-04-08,B.1.1
EPI_ISL_4933542,wastewater_or_cell_passaged,2020-09-06,B.1.1.284
EPI_ISL_4933741,wastewater_or_cell_passaged,2020-09-11,B.1.1.284
EPI_ISL_4933859,wastewater_or_cell_passaged,2020-09-27,B.1.1.284
EPI_ISL_4934247,wastewater_or_cell_passaged,2020-07-08,B.1.1.284
EPI_ISL_4934751,wastewater_or_cell_passaged,2020-07-30,B.1.1.284
EPI_ISL_4934873,wastewater_or_cell_passaged,2021-01-11,B.1.1.214
EPI_ISL_4934996,wastewater_or_cell_passaged,2021-01-11,B.1.1.214
EPI_ISL_4935185,wastewater_or_cell_passaged,2021-01-17,B.1.1.214
EPI_ISL_4935429,wastewater_or_cell_passaged,2021-01-17,B.1.1.214
EPI_ISL_4936243,wastewater_or_cell_passaged,2020-08-06,B.1.1.284
EPI_ISL_5052214,wastewater_or_cell_passaged,2021-06-15,AZ.2
EPI_ISL_5061953,wastewater_or_cell_passaged,2020-03-24,B.1
EPI_ISL_5061954,wastewater_or_cell_passaged,2020-04-02,B.1
EPI_ISL_5061955,wastewater_or_cell_passaged,2020-04-06,B.1
EPI_ISL_5061956,wastewater_or_cell_passaged,2020-04-13,B.1
EPI_ISL_5160472,wastewater_or_cell_passaged,2021-05-18,B.1.1.7
EPI_ISL_5160476,wastewater_or_cell_passaged,2021-07-03,AY.24
EPI_ISL_5160551,wastewater_or_cell_passaged,2021-07-07,P.1
EPI_ISL_5160556,wastewater_or_cell_passaged,2021-07-07,AY.54
EPI_ISL_5160559,wastewater_or_cell_passaged,2021-07-08,AY.68
EPI_ISL_5160563,wastewater_or_cell_passaged,2021-07-12,B.1.617.2
EPI_ISL_5160569,wastewater_or_cell_passaged,2021-07-27,AY.113
EPI_ISL_5160570,wastewater_or_cell_passaged,2021-08-03,AY.19
EPI_ISL_5160574,wastewater_or_cell_passaged,2021-08-26,B.1.617.2
EPI_ISL_5160578,wastewater_or_cell_passaged,2021-08-31,AY.36
EPI_ISL_5251786,wastewater_or_cell_passaged,2021-10-10,B.1.617.2
EPI_ISL_5305342,wastewater_or_cell_passaged,2021-06-21,B.1.637
EPI_ISL_5461713,wastewater_or_cell_passaged,2021-03-24,B.1.177.81
EPI_ISL_5854262,wastewater_or_cell_passaged,2021-01-28,P.1
EPI_ISL_5854263,wastewater_or_cell_passaged,2021-05-03,B.1.617.2
EPI_ISL_5854267,wastewater_or_cell_passaged,2021-03-24,B.1.351
EPI_ISL_6032417,wastewater_or_cell_passaged,2021-08-07,AY.20
EPI_ISL_6208341,wastewater_or_cell_passaged,2020-03-26,B.1
EPI_ISL_6208347,wastewater_or_cell_passaged,2021-01-11,N.9
EPI_ISL_6208348,wastewater_or_cell_passaged,2020-10-30,P.2
EPI_ISL_6208349,wastewater_or_cell_passaged,2020-11-02,P.2
EPI_ISL_6208350,wastewater_or_cell_passaged,2021-08-02,P.1.7
EPI_ISL_6228304,wastewater_or_cell_passaged,2021-07-30,AY.122
EPI_ISL_6228305,wastewater_or_cell_passaged,2021-07-30,B.1.617.2
EPI_ISL_6228306,wastewater_or_cell_passaged,2021-07-30,AY.119
EPI_ISL_6228307,wastewater_or_cell_passaged,2021-07-31,AY.44
EPI_ISL_6228308,wastewater_or_cell_passaged,2021-07-30,AY.75.2
EPI_ISL_6228309,wastewater_or_cell_passaged,2021-07-30,AY.95
EPI_ISL_6228310,wastewater_or_cell_passaged,2021-07-31,AY.28
EPI_ISL_6228311,wastewater_or_cell_passaged,2021-08-02,AY.23
EPI_ISL_6228312,wastewater_or_cell_passaged,2021-08-02,AY.24
EPI_ISL_6228313,wastewater_or_cell_passaged,2021-08-05,AY.98.1
EPI_ISL_6228314,wastewater_or_cell_passaged,2021-08-07,B.1.617.2
EPI_ISL_6228315,wastewater_or_cell_passaged,2021-08-03,AY.122
EPI_ISL_6228316,wastewater_or_cell_passaged,2021-08-03,AY.122
EPI_ISL_6228317,wastewater_or_cell_passaged,2021-08-03,AY.122
EPI_ISL_6228318,wastewater_or_cell_passaged,2021-08-07,B.1.617.2
EPI_ISL_6228319,wastewater_or_cell_passaged,2021-08-07,AY.103
EPI_ISL_6228320,wastewater_or_cell_passaged,2021-08-05,AY.30
EPI_ISL_6228321,wastewater_or_cell_passaged,2021-08-08,AY.39
EPI_ISL_6228322,wastewater_or_cell_passaged,2021-08-04,AY.46
EPI_ISL_6228323,wastewater_or_cell_passaged,2021-08-04,AY.1
EPI_ISL_6228324,wastewater_or_cell_passaged,2021-08-04,B.1.617.2
EPI_ISL_6228325,wastewater_or_cell_passaged,2021-08-06,AY.74
EPI_ISL_6228326,wastewater_or_cell_passaged,2021-08-06,AY.23
EPI_ISL_6228327,wastewater_or_cell_passaged,2021-08-07,B.1.617.2
EPI_ISL_6228328,wastewater_or_cell_passaged,2021-08-07,AY.99.2
EPI_ISL_6228329,wastewater_or_cell_passaged,2021-08-07,AY.14
EPI_ISL_6228332,wastewater_or_cell_passaged,2021-08-07,B.1.617.2
EPI_ISL_6228333,wastewater_or_cell_passaged,2021-08-08,AY.4
EPI_ISL_6228334,wastewater_or_cell_passaged,2021-08-10,AY.20
EPI_ISL_6228335,wastewater_or_cell_passaged,2021-08-10,AY.75.2
EPI_ISL_6228336,wastewater_or_cell_passaged,2021-08-09,AY.23
EPI_ISL_6228337,wastewater_or_cell_passaged,2021-08-09,AY.25.1
EPI_ISL_6228338,wastewater_or_cell_passaged,2021-08-10,AY.4
EPI_ISL_6228339,wastewater_or_cell_passaged,2021-08-13,AY.75.2
EPI_ISL_6228340,wastewater_or_cell_passaged,2021-08-14,B.1.617.2
EPI_ISL_6228341,wastewater_or_cell_passaged,2021-08-11,AY.39
EPI_ISL_6228342,wastewater_or_cell_passaged,2021-08-14,AY.98
EPI_ISL_6228343,wastewater_or_cell_passaged,2021-08-11,AY.122
EPI_ISL_6228344,wastewater_or_cell_passaged,2021-08-12,AY.44
EPI_ISL_6228345,wastewater_or_cell_passaged,2021-08-13,AY.36
EPI_ISL_6228346,wastewater_or_cell_passaged,2021-08-13,AY.1
EPI_ISL_6228347,wastewater_or_cell_passaged,2021-08-13,B.1.617.2
EPI_ISL_6228348,wastewater_or_cell_passaged,2021-08-13,AY.79
EPI_ISL_6228349,wastewater_or_cell_passaged,2021-08-13,B.1.617.2
EPI_ISL_6228350,wastewater_or_cell_passaged,2021-08-15,AY.43
EPI_ISL_6228351,wastewater_or_cell_passaged,2021-08-12,B.1.617.2
EPI_ISL_6228352,wastewater_or_cell_passaged,2021-08-12,B.1.617.2
EPI_ISL_6228353,wastewater_or_cell_passaged,2021-08-12,B.1.617.2
EPI_ISL_6228354,wastewater_or_cell_passaged,2021-08-12,B.1.617.2
EPI_ISL_6228355,wastewater_or_cell_passaged,2021-08-14,B.1.617.2
EPI_ISL_6228356,wastewater_or_cell_passaged,2021-08-15,AY.76
EPI_ISL_6228357,wastewater_or_cell_passaged,2021-08-15,AY.76
EPI_ISL_6228358,wastewater_or_cell_passaged,2021-08-15,AY.76
EPI_ISL_6228359,wastewater_or_cell_passaged,2021-08-15,AY.76
EPI_ISL_6228360,wastewater_or_cell_passaged,2021-08-15,AY.76
EPI_ISL_6228361,wastewater_or_cell_passaged,2021-08-15,AY.76
EPI_ISL_6228362,wastewater_or_cell_passaged,2021-08-15,AY.25.1
EPI_ISL_6228363,wastewater_or_cell_passaged,2021-08-17,AY.4
EPI_ISL_6228365,wastewater_or_cell_passaged,2021-08-10,AY.99.2
EPI_ISL_6228366,wastewater_or_cell_passaged,2021-08-08,AY.34.1
EPI_ISL_6228367,wastewater_or_cell_passaged,2021-08-06,P.1
EPI_ISL_6228368,wastewater_or_cell_passaged,2021-08-13,B.1.617.2
EPI_ISL_6228369,wastewater_or_cell_passaged,2021-08-11,AY.44
EPI_ISL_6228370,wastewater_or_cell_passaged,2021-07-30,AY.48
EPI_ISL_6258644,wastewater_or_cell_passaged,2021-07-12,B.1.1.7
EPI_ISL_6258645,wastewater_or_cell_passaged,2021-07-15,AY.29
EPI_ISL_6258646,wastewater_or_cell_passaged,2021-07-18,AY.29
EPI_ISL_6258647,wastewater_or_cell_passaged,2021-07-23,AY.29
EPI_ISL_6258648,wastewater_or_cell_passaged,2021-07-26,AY.29
EPI_ISL_6258649,wastewater_or_cell_passaged,2021-07-12,AY.29
EPI_ISL_6267810,wastewater_or_cell_passaged,2021-01-04,B.1.36.16
EPI_ISL_6267895,wastewater_or_cell_passaged,2021-04-16,B.1.1.7
EPI_ISL_6270604,wastewater_or_cell_passaged,2021-09-16,B.1.617.2
EPI_ISL_6289867,wastewater_or_cell_passaged,2020-03-20,B.6
EPI_ISL_6289884,wastewater_or_cell_passaged,2020-04-08,B.1.1
EPI_ISL_6289893,wastewater_or_cell_passaged,2020-04-08,B.1.1
EPI_ISL_6289906,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6289910,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6289922,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6289932,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6289939,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6289954,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6289962,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6316561,wastewater_or_cell_passaged,2021-07-17,AY.29
EPI_ISL_6490468,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490469,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490470,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490471,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490472,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490473,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490474,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490475,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490476,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6490477,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6590995,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6590996,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6590997,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6590998,wastewater_or_cell_passaged,2020-04-11,B.1.1
EPI_ISL_6590999,wastewater_or_cell_passaged,2020-04-12,B.1.1
EPI_ISL_6591000,wastewater_or_cell_passaged,2020-04-12,B.1.1
EPI_ISL_6591001,wastewater_or_cell_passaged,2020-04-12,B.1.1
EPI_ISL_6591002,wastewater_or_cell_passaged,2020-04-12,B.1.1
EPI_ISL_6591003,wastewater_or_cell_passaged,2020-04-14,B.1.1
EPI_ISL_6591004,wastewater_or_cell_passaged,2020-04-16,B.1.1
EPI_ISL_6595984,wastewater_or_cell_passaged,2020-07-29,B.1.1.284
EPI_ISL_6595985,wastewater_or_cell_passaged,2020-07-30,B.1.1.284
EPI_ISL_6595986,wastewater_or_cell_passaged,2020-07-31,B.1.1.284
EPI_ISL_6595987,wastewater_or_cell_passaged,2020-07-31,B.1.1.284
EPI_ISL_6595988,wastewater_or_cell_passaged,2020-08-04,B.1.1.284
EPI_ISL_6595989,wastewater_or_cell_passaged,2020-08-07,B.1.1.284
EPI_ISL_6595990,wastewater_or_cell_passaged,2020-08-07,B.1.1.284
EPI_ISL_6595991,wastewater_or_cell_passaged,2020-08-07,B.1.1.284
EPI_ISL_6595992,wastewater_or_cell_passaged,2020-08-09,B.1.1.284
EPI_ISL_6595993,wastewater_or_cell_passaged,2020-08-10,B.1.1.284
EPI_ISL_6595994,wastewater_or_cell_passaged,2020-08-20,B.1.1.284
EPI_ISL_6595995,wastewater_or_cell_passaged,2020-09-29,B.1.1.284
EPI_ISL_6595996,wastewater_or_cell_passaged,2020-10-16,B.1.1.214
EPI_ISL_6602889,wastewater_or_cell_passaged,2021-06-18,AY.95
EPI_ISL_6603666,wastewater_or_cell_passaged,2020-04-16,B.1.1
EPI_ISL_6603667,wastewater_or_cell_passaged,2020-04-15,B.1.1
EPI_ISL_6603668,wastewater_or_cell_passaged,2020-04-16,B.1.1
EPI_ISL_6603669,wastewater_or_cell_passaged,2020-04-19,B.1.1
EPI_ISL_6603670,wastewater_or_cell_passaged,2020-04-21,B.1.1
EPI_ISL_6603671,wastewater_or_cell_passaged,2020-04-28,B.1.1
EPI_ISL_6603672,wastewater_or_cell_passaged,2020-04-29,B.1.1
EPI_ISL_6603673,wastewater_or_cell_passaged,2020-07-27,B.1.1.284
EPI_ISL_6603674,wastewater_or_cell_passaged,2020-07-28,B.1.1.214
EPI_ISL_6603675,wastewater_or_cell_passaged,2020-07-28,B.1.1.214
EPI_ISL_6633673,Gamma before Sep 2020,2020-08-24,P.1
EPI_ISL_6647115,wastewater_or_cell_passaged,2020-04-15,B.1
EPI_ISL_6693552,Beta before Aug 2020,2020-06-26,B.1.351
EPI_ISL_6756503,wastewater_or_cell_passaged,2021-08-01,B.1.1.7
EPI_ISL_6756504,wastewater_or_cell_passaged,2021-08-02,AY.29
EPI_ISL_6756505,wastewater_or_cell_passaged,2021-08-04,AY.29
EPI_ISL_6756506,wastewater_or_cell_passaged,2021-08-06,AY.29
EPI_ISL_6756507,wastewater_or_cell_passaged,2021-08-10,AY.29
EPI_ISL_6756508,wastewater_or_cell_passaged,2021-08-11,AY.29
EPI_ISL_6756509,wastewater_or_cell_passaged,2021-08-11,AY.29
EPI_ISL_6756510,wastewater_or_cell_passaged,2021-08-17,AY.29
EPI_ISL_6756511,wastewater_or_cell_passaged,2021-08-18,AY.29
EPI_ISL_6756512,wastewater_or_cell_passaged,2021-08-18,AY.29
EPI_ISL_6756513,wastewater_or_cell_passaged,2021-08-19,AY.29
EPI_ISL_6756514,wastewater_or_cell_passaged,2021-08-19,AY.29
EPI_ISL_6756515,wastewater_or_cell_passaged,2021-08-02,B.1.1.7
EPI_ISL_6832718,wastewater_or_cell_passaged,2020-03-09,B.1.1.61
EPI_ISL_6832722,wastewater_or_cell_passaged,2020-03-09,B.1
EPI_ISL_6832730,wastewater_or_cell_passaged,2020-06-15,B.1.1
EPI_ISL_6832733,wastewater_or_cell_passaged,2020-07-01,C.23
EPI_ISL_6832739,wastewater_or_cell_passaged,2020-07-14,B.1.1
EPI_ISL_6832909,wastewater_or_cell_passaged,2020-07-20,B.1
EPI_ISL_6841887,wastewater_or_cell_passaged,2020-12-05,B.1.1.214
EPI_ISL_6841888,wastewater_or_cell_passaged,2020-12-07,B.1.1.214
EPI_ISL_6841889,wastewater_or_cell_passaged,2020-12-10,B.1.1.214
EPI_ISL_6841890,wastewater_or_cell_passaged,2020-12-10,B.1.1.214
EPI_ISL_6841891,wastewater_or_cell_passaged,2020-12-13,B.1.1.214
EPI_ISL_6841892,wastewater_or_cell_passaged,2020-12-14,B.1.1.214
EPI_ISL_6841893,wastewater_or_cell_passaged,2020-12-15,B.1.1.214
EPI_ISL_6841894,wastewater_or_cell_passaged,2020-12-17,B.1.1.284
EPI_ISL_6841895,wastewater_or_cell_passaged,2020-12-19,B.1.1.284
EPI_ISL_6900152,wastewater_or_cell_passaged,2020-09-25,B.1.160
EPI_ISL_6900155,wastewater_or_cell_passaged,2021-02-11,B.1.1.7
EPI_ISL_6973792,wastewater_or_cell_passaged,2021-03-13,P.1
EPI_ISL_6976265,wastewater_or_cell_passaged,2021-07-29,B.1.621
EPI_ISL_6980455,wastewater_or_cell_passaged,2021-03-18,B.1
EPI_ISL_6982431,wastewater_or_cell_passaged,2021-02-22,B.1.1.348
EPI_ISL_6983620,wastewater_or_cell_passaged,2020-07-12,B.1
EPI_ISL_7017546,wastewater_or_cell_passaged,2021-08-06,AY.29
EPI_ISL_7017547,wastewater_or_cell_passaged,2021-08-08,AY.29
EPI_ISL_7017548,wastewater_or_cell_passaged,2021-08-11,AY.29
EPI_ISL_7017549,wastewater_or_cell_passaged,2021-08-09,AY.29
EPI_ISL_7017550,wastewater_or_cell_passaged,2021-08-05,AY.29
EPI_ISL_7017551,wastewater_or_cell_passaged,2021-08-17,AY.25.1
EPI_ISL_7017552,wastewater_or_cell_passaged,2021-08-21,AY.29.1
EPI_ISL_7017553,wastewater_or_cell_passaged,2021-08-23,AY.29
EPI_ISL_7017554,wastewater_or_cell_passaged,2021-08-25,AY.29
EPI_ISL_7017555,wastewater_or_cell_passaged,2021-08-25,AY.29
EPI_ISL_7017556,wastewater_or_cell_passaged,2021-08-27,AY.29
EPI_ISL_7017557,wastewater_or_cell_passaged,2021-09-02,B.1.1.7
EPI_ISL_7017558,wastewater_or_cell_passaged,2021-09-03,AY.29
EPI_ISL_7017559,wastewater_or_cell_passaged,2021-09-07,AY.29
EPI_ISL_7017560,wastewater_or_cell_passaged,2021-09-07,AY.29
EPI_ISL_7017561,wastewater_or_cell_passaged,2021-09-07,AY.29
EPI_ISL_7017562,wastewater_or_cell_passaged,2021-09-09,AY.29
EPI_ISL_7017563,wastewater_or_cell_passaged,2021-09-12,AY.29
EPI_ISL_7017564,wastewater_or_cell_passaged,2021-09-17,AY.29
EPI_ISL_7017565,wastewater_or_cell_passaged,2021-09-17,AY.29
EPI_ISL_7017566,wastewater_or_cell_passaged,2021-09-18,AY.29
EPI_ISL_7017567,wastewater_or_cell_passaged,2021-07-07,AY.29
EPI_ISL_7043618,wastewater_or_cell_passaged,2020-12-24,B.1.1.7
EPI_ISL_7043637,wastewater_or_cell_passaged,2021-01-21,P.1
EPI_ISL_7043650,wastewater_or_cell_passaged,2021-02-05,B.1.351
EPI_ISL_7043697,wastewater_or_cell_passaged,2021-03-08,B.1.525
EPI_ISL_7043718,wastewater_or_cell_passaged,2021-05-13,AY.55
EPI_ISL_7195626,wastewater_or_cell_passaged,2021-07-30,AY.118
EPI_ISL_7195627,wastewater_or_cell_passaged,2021-08-10,AY.75.2
EPI_ISL_7195628,wastewater_or_cell_passaged,2021-08-06,AY.23
EPI_ISL_7195729,wastewater_or_cell_passaged,2021-06-15,AY.4.2
EPI_ISL_7208675,wastewater_or_cell_passaged,2020-12-15,B.1.258
EPI_ISL_7210337,wastewater_or_cell_passaged,2021-05-30,P.1.1
EPI_ISL_7235741,wastewater_or_cell_passaged,2021-06-21,P.1.1
EPI_ISL_7235932,wastewater_or_cell_passaged,2021-06-21,B.1.525
EPI_ISL_7236103,wastewater_or_cell_passaged,2021-06-21,AY.122
EPI_ISL_7236240,wastewater_or_cell_passaged,2021-06-21,B.1.1.7
EPI_ISL_7236477,wastewater_or_cell_passaged,2021-06-21,B.1.351
EPI_ISL_7236812,wastewater_or_cell_passaged,2021-06-21,B.1.177.75
EPI_ISL_7237109,wastewater_or_cell_passaged,2021-06-21,B.1.160
EPI_ISL_7284686,wastewater_or_cell_passaged,2021-05-12,AY.122
EPI_ISL_7313855,wastewater_or_cell_passaged,2021-06-21,P.1.1
EPI_ISL_7313911,wastewater_or_cell_passaged,2021-06-21,B.1.351
EPI_ISL_7455343,wastewater_or_cell_passaged,2021-09-09,AY.122
EPI_ISL_7455344,wastewater_or_cell_passaged,2021-09-09,AY.122
EPI_ISL_7456228,wastewater_or_cell_passaged,2021-09-02,AY.101
EPI_ISL_7456229,wastewater_or_cell_passaged,2021-08-27,P.1.8
EPI_ISL_7552447,wastewater_or_cell_passaged,2020-12-29,B.1.177
EPI_ISL_7552448,wastewater_or_cell_passaged,2020-12-28,B.1.177
EPI_ISL_7572734,wastewater_or_cell_passaged,2020-03-15,B.1
EPI_ISL_7572735,wastewater_or_cell_passaged,2021-10-15,AY.46.6
EPI_ISL_7572745,wastewater_or_cell_passaged,2020-03-16,B.1.1.70
EPI_ISL_7572752,wastewater_or_cell_passaged,2021-10-15,AY.43
EPI_ISL_7624316,wastewater_or_cell_passaged,2021-08-05,AY.23
EPI_ISL_7698448,wastewater_or_cell_passaged,2021-07-08,AY.43
EPI_ISL_7728498,wastewater_or_cell_passaged,2021-05-03,B.1.617.2
EPI_ISL_7944547,wastewater_or_cell_passaged,2021-12-08,AY.103
EPI_ISL_7947856,wastewater_or_cell_passaged,2021-11-05,AY.4
EPI_ISL_7999577,wastewater_or_cell_passaged,2020-12-01,B.1.1.294
EPI_ISL_8033347,wastewater_or_cell_passaged,2020-03-26,B.1.1
EPI_ISL_8033348,wastewater_or_cell_passaged,2020-08-06,B.1.160
EPI_ISL_8033349,wastewater_or_cell_passaged,2021-01-22,B.1.351.2
EPI_ISL_8033350,wastewater_or_cell_passaged,2021-06-07,AY.71
EPI_ISL_8033351,wastewater_or_cell_passaged,2021-10-25,AY.4.2
EPI_ISL_8033611,wastewater_or_cell_passaged,2021-07-22,B.1.429
EPI_ISL_8034954,wastewater_or_cell_passaged,2021-04-26,B.1.617.2
EPI_ISL_8038504,wastewater_or_cell_passaged,2021-05-24,AY.122
EPI_ISL_8112507,wastewater_or_cell_passaged,2021-02-19,B.1.351
EPI_ISL_8112510,wastewater_or_cell_passaged,2021-04-22,B.1.617.2
EPI_ISL_8112512,wastewater_or_cell_passaged,2021-11-17,B.1
EPI_ISL_8112525,wastewater_or_cell_passaged,2021-03-12,B.1.1
EPI_ISL_8178768,wastewater_or_cell_passaged,2021-07-04,B.1.621
EPI_ISL_8439373,wastewater_or_cell_passaged,2021-01-06,B.1.36.16
EPI_ISL_8439374,wastewater_or_cell_passaged,2021-01-06,B.1.36.16
EPI_ISL_8439376,wastewater_or_cell_passaged,2021-01-07,B.1.36.16
EPI_ISL_8523891,wastewater_or_cell_passaged,2020-10-29,B.1.160
EPI_ISL_8523892,wastewater_or_cell_passaged,2020-11-09,B.1.160
EPI_ISL_8523897,wastewater_or_cell_passaged,2020-10-26,B.1.36.16
EPI_ISL_8523955,wastewater_or_cell_passaged,2020-11-11,B.1.36
EPI_ISL_8524358,wastewater_or_cell_passaged,2020-10-26,B.1.1.25
EPI_ISL_8524660,wastewater_or_cell_passaged,2020-12-25,B.1.36.16
EPI_ISL_8525009,wastewater_or_cell_passaged,2021-01-04,B.1.36.16
EPI_ISL_8525028,wastewater_or_cell_passaged,2021-01-07,B.1.36.16
EPI_ISL_8525415,wastewater_or_cell_passaged,2021-01-11,B.1.36.16
EPI_ISL_8625462,wastewater_or_cell_passaged,2021-06-07,AY.122
EPI_ISL_8648986,wastewater_or_cell_passaged,2021-10-04,B.1.617.2
EPI_ISL_8648987,wastewater_or_cell_passaged,2021-10-01,AY.122
EPI_ISL_8648988,wastewater_or_cell_passaged,2021-10-01,AY.122
EPI_ISL_8648989,wastewater_or_cell_passaged,2021-10-01,AY.122
EPI_ISL_8648990,wastewater_or_cell_passaged,2021-10-01,AY.122
EPI_ISL_8648991,wastewater_or_cell_passaged,2021-10-01,AY.122
EPI_ISL_8648992,wastewater_or_cell_passaged,2021-10-01,AY.122
EPI_ISL_8648993,wastewater_or_cell_passaged,2021-10-03,B.1.617.2
EPI_ISL_8648994,wastewater_or_cell_passaged,2021-10-04,B.1.617.2
EPI_ISL_8648995,wastewater_or_cell_passaged,2021-10-04,B.1.617.2
EPI_ISL_8648996,wastewater_or_cell_passaged,2021-10-08,B.1.617.2
EPI_ISL_8648997,wastewater_or_cell_passaged,2021-10-08,AY.112
EPI_ISL_8648999,wastewater_or_cell_passaged,2021-10-10,AY.122
EPI_ISL_8649000,wastewater_or_cell_passaged,2021-10-09,AY.25
EPI_ISL_8649001,wastewater_or_cell_passaged,2021-10-10,AY.4
EPI_ISL_8649002,wastewater_or_cell_passaged,2021-10-10,AY.119
EPI_ISL_8649003,wastewater_or_cell_passaged,2021-10-15,AY.4
EPI_ISL_8649004,wastewater_or_cell_passaged,2021-10-16,AY.43
EPI_ISL_8649005,wastewater_or_cell_passaged,2021-10-15,B.1.617.2
EPI_ISL_8649006,wastewater_or_cell_passaged,2021-10-14,AY.122
EPI_ISL_8649007,wastewater_or_cell_passaged,2021-10-14,AY.125
EPI_ISL_8649008,wastewater_or_cell_passaged,2021-10-15,AY.4
EPI_ISL_8649009,wastewater_or_cell_passaged,2021-10-13,AY.44
EPI_ISL_8649010,wastewater_or_cell_passaged,2021-10-17,B.1.617.2
EPI_ISL_8649011,wastewater_or_cell_passaged,2021-10-18,B.1.617.2
EPI_ISL_8649012,wastewater_or_cell_passaged,2021-10-24,AY.23.1
EPI_ISL_8649013,wastewater_or_cell_passaged,2021-10-20,AY.121
EPI_ISL_8649014,wastewater_or_cell_passaged,2021-10-20,AY.121
EPI_ISL_8649015,wastewater_or_cell_passaged,2021-10-22,AY.103
EPI_ISL_8649016,wastewater_or_cell_passaged,2021-10-25,AY.43
EPI_ISL_8649017,wastewater_or_cell_passaged,2021-10-24,AY.122
EPI_ISL_8649018,wastewater_or_cell_passaged,2021-10-24,AY.122
EPI_ISL_8649019,wastewater_or_cell_passaged,2021-10-25,B.1.617.2
EPI_ISL_8649020,wastewater_or_cell_passaged,2021-10-30,AY.43
EPI_ISL_8649021,wastewater_or_cell_passaged,2021-10-30,AY.44
EPI_ISL_8649022,wastewater_or_cell_passaged,2021-10-28,AY.85
EPI_ISL_8649023,wastewater_or_cell_passaged,2021-10-29,AY.122
EPI_ISL_8649024,wastewater_or_cell_passaged,2021-10-30,B.1.617.2
EPI_ISL_8649025,wastewater_or_cell_passaged,2021-10-29,AY.3
EPI_ISL_8649026,wastewater_or_cell_passaged,2021-10-30,AY.122
EPI_ISL_8649027,wastewater_or_cell_passaged,2021-10-31,AY.25.1
EPI_ISL_8649028,wastewater_or_cell_passaged,2021-11-02,AY.4.6
EPI_ISL_8649029,wastewater_or_cell_passaged,2021-10-31,B.1.617.2
EPI_ISL_8649030,wastewater_or_cell_passaged,2021-11-03,AY.121
EPI_ISL_8649031,wastewater_or_cell_passaged,2021-11-04,AY.120
EPI_ISL_8649032,wastewater_or_cell_passaged,2021-11-04,AY.120
EPI_ISL_8649033,wastewater_or_cell_passaged,2021-11-03,AY.103
EPI_ISL_8649034,wastewater_or_cell_passaged,2021-11-03,B.1.617.2
EPI_ISL_8649035,wastewater_or_cell_passaged,2021-11-04,AY.44
EPI_ISL_8649036,wastewater_or_cell_passaged,2021-11-05,B.1.617.2
EPI_ISL_8649037,wastewater_or_cell_passaged,2021-11-06,B.1.617.2
EPI_ISL_8649038,wastewater_or_cell_passaged,2021-11-03,AY.85
EPI_ISL_8649039,wastewater_or_cell_passaged,2021-11-08,AY.122
EPI_ISL_8649040,wastewater_or_cell_passaged,2021-11-11,AY.25.1
EPI_ISL_8649041,wastewater_or_cell_passaged,2021-11-12,AY.5
EPI_ISL_8649042,wastewater_or_cell_passaged,2021-11-13,AY.43
EPI_ISL_8649043,wastewater_or_cell_passaged,2021-11-09,AY.113
EPI_ISL_8649044,wastewater_or_cell_passaged,2021-11-10,AY.33
EPI_ISL_8649045,wastewater_or_cell_passaged,2021-11-16,B.1.617.2
EPI_ISL_8692788,wastewater_or_cell_passaged,2021-10-30,AY.120
EPI_ISL_8692789,wastewater_or_cell_passaged,2021-11-03,AY.4
EPI_ISL_8692790,wastewater_or_cell_passaged,2021-11-13,B.1.617.2
EPI_ISL_8692791,wastewater_or_cell_passaged,2021-11-13,AY.4.2
EPI_ISL_8740588,wastewater_or_cell_passaged,2020-05-16,B.1.210
EPI_ISL_8802829,wastewater_or_cell_passaged,2020-03-17,B.55
EPI_ISL_8802830,wastewater_or_cell_passaged,2020-03-24,B
